Resource,Zone,AnnualSum,Capacity,CapacityFactor
Flexible_demand_3,1,1.7303243087830911e6,200.0,0.0
Coal_retrofit_1,1,0.0,0.0,0.0
Coal_retrofit_2,1,0.0,0.0,0.0
Coal_retrofit_3,1,300548.5852972941,630.045791839788,0.0
Coal_retrofit_4,1,0.0,0.0,0.0
Coal_retrofit_5,1,0.0,0.0,0.0
Coal_retrofit_6,1,0.0,0.0,0.0
Coal_retrofit_7,1,0.0,0.0,0.0
Coal_retrofit_8,1,65594.80230052282,121.10382082548914,0.0
Coal_retrofit_9,1,597401.6982437444,878.6000000000001,0.0
Coal_retrofit_10,1,196241.90324762766,454.3792235048425,0.0
Coal_retrofit_11,1,0.0,0.0,0.0
Coal_retrofit_12,1,0.0,0.0,0.0
