Zone,1,Total
AnnualSum,9.965190654034136e7,9.965190654034136e7
t1,7411.67677213485,7411.67677213485
t2,7428.380338275369,7428.380338275369
t3,7316.177524342421,7316.177524342421
t4,7589.536828599012,7589.536828599012
t5,8291.860702684231,8291.860702684231
t6,8921.17288677144,8921.17288677144
t7,9857.272301500878,9857.272301500878
t8,10186.675368552507,10186.675368552507
t9,10746.74209923951,10746.74209923951
t10,9246.325243577046,9246.325243577046
t11,7644.305193133504,7644.305193133504
t12,7038.291724721129,7038.291724721129
t13,7253.58429646023,7253.58429646023
t14,7340.199577816031,7340.199577816031
t15,7912.127603816958,7912.127603816958
t16,8482.324855267461,8482.324855267461
t17,9682.399419683465,9682.399419683465
t18,17231.168015382027,17231.168015382027
t19,18059.935870523776,18059.935870523776
t20,17528.717107222918,17528.717107222918
t21,17538.82989242366,17538.82989242366
t22,16812.387549814506,16812.387549814506
t23,15909.043650762727,15909.043650762727
t24,14071.693478024832,14071.693478024832
t25,13428.138276679652,13428.138276679652
t26,13616.08112286813,13616.08112286813
t27,14005.865365080392,14005.865365080392
t28,14255.260964409992,14255.260964409992
t29,14597.476640860843,14597.476640860843
t30,16343.662592673503,16343.662592673503
t31,19564.07349086601,19564.07349086601
t32,19204.61735562843,19204.61735562843
t33,18957.925458477213,18957.925458477213
t34,14947.8803185443,14947.8803185443
t35,13571.275672106804,13571.275672106804
t36,12624.121229969312,12624.121229969312
t37,11807.047773451002,11807.047773451002
t38,11128.566020171995,11128.566020171995
t39,10573.84382946626,10573.84382946626
t40,10541.992391081656,10541.992391081656
t41,10725.853194462148,10725.853194462148
t42,14907.095451168994,14907.095451168994
t43,16725.760802633155,16725.760802633155
t44,14889.929855986627,14889.929855986627
t45,13186.56569635813,13186.56569635813
t46,11739.642695834193,11739.642695834193
t47,10801.453947605447,10801.453947605447
t48,9988.042718211496,9988.042718211496
t49,9136.448674659545,9136.448674659545
t50,8920.524511263304,8920.524511263304
t51,8889.049342901535,8889.049342901535
t52,8861.035536142392,8861.035536142392
t53,8976.324559491655,8976.324559491655
t54,9641.554753435394,9641.554753435394
t55,10917.401458158445,10917.401458158445
t56,11684.486165284949,11684.486165284949
t57,11808.452355696087,11808.452355696087
t58,9538.158623412819,9538.158623412819
t59,9567.453098286083,9567.453098286083
t60,10376.540095008917,10376.540095008917
t61,10640.407241904883,10640.407241904883
t62,10602.674733441747,10602.674733441747
t63,10388.867204171804,10388.867204171804
t64,10233.862446193147,10233.862446193147
t65,10697.132109794364,10697.132109794364
t66,16282.415656817811,16282.415656817811
t67,18825.9556253991,18825.9556253991
t68,17284.777047203486,17284.777047203486
t69,15631.077198091607,15631.077198091607
t70,13996.407546854238,13996.407546854238
t71,12046.966435129987,12046.966435129987
t72,10637.16858877897,10637.16858877897
t73,9930.980902264499,9930.980902264499
t74,9704.490578064495,9704.490578064495
t75,9852.042483043997,9852.042483043997
t76,10341.359586943772,10341.359586943772
t77,10525.61556710416,10525.61556710416
t78,11568.683881901483,11568.683881901483
t79,12912.663351205489,12912.663351205489
t80,13589.978113747613,13589.978113747613
t81,13704.451995690633,13704.451995690633
t82,9335.21699407793,9335.21699407793
t83,7583.662996159139,7583.662996159139
t84,7263.600871307244,7263.600871307244
t85,6843.982258186908,6843.982258186908
t86,6660.1476779065115,6660.1476779065115
t87,6590.952971582374,6590.952971582374
t88,6587.487493515973,6587.487493515973
t89,6913.9767104580715,6913.9767104580715
t90,10257.355949013972,10257.355949013972
t91,14928.433625137684,14928.433625137684
t92,14878.78723422122,14878.78723422122
t93,14871.760929875385,14871.760929875385
t94,14877.039574764643,14877.039574764643
t95,14701.502920486775,14701.502920486775
t96,13603.214501213602,13603.214501213602
t97,12688.386462813007,12688.386462813007
t98,12442.002516184744,12442.002516184744
t99,12525.885499796394,12525.885499796394
t100,12698.83049867871,12698.83049867871
t101,13112.41205469365,13112.41205469365
t102,13681.548750427997,13681.548750427997
t103,14693.112901183917,14693.112901183917
t104,14756.843403975501,14756.843403975501
t105,13637.912599349314,13637.912599349314
t106,8111.5620494992345,8111.5620494992345
t107,6351.743289019854,6351.743289019854
t108,4802.817385188755,4802.817385188755
t109,3564.784679286927,3564.784679286927
t110,2887.40063817249,2887.40063817249
t111,2888.79789755587,2888.79789755587
t112,2887.2483556010698,2887.2483556010698
t113,2882.7710953370897,2882.7710953370897
t114,5005.5556432108315,5005.5556432108315
t115,5673.525356271686,5673.525356271686
t116,4269.112045443075,4269.112045443075
t117,3873.822060228378,3873.822060228378
t118,3823.1310469745185,3823.1310469745185
t119,3463.467092842238,3463.467092842238
t120,3485.445399002117,3485.445399002117
t121,3312.5672777035784,3312.5672777035784
t122,3476.2347842249774,3476.2347842249774
t123,3717.6446425894774,3717.6446425894774
t124,3944.653683949417,3944.653683949417
t125,4185.972276691212,4185.972276691212
t126,4244.607167341005,4244.607167341005
t127,4265.171665519874,4265.171665519874
t128,4269.314409915875,4269.314409915875
t129,4488.911613267351,4488.911613267351
t130,2898.92716934907,2898.92716934907
t131,2895.4502414652698,2895.4502414652698
t132,2893.0457798112698,2893.0457798112698
t133,2891.16037654607,2891.16037654607
t134,2889.9276128726697,2889.9276128726697
t135,2888.49256909187,2888.49256909187
