Zone,1,Total
AnnualSum,8.472977476766083e7,8.472977476766083e7
t1,7284.368611431691,7284.368611431691
t2,7398.69862107583,7398.69862107583
t3,7290.445295023951,7290.445295023951
t4,7643.227933488934,7643.227933488934
t5,8484.097395065019,8484.097395065019
t6,9222.831435819466,9222.831435819466
t7,9555.921808080599,9555.921808080599
t8,9553.7427585716,9553.7427585716
t9,9660.472658475182,9660.472658475182
t10,8967.582908230695,8967.582908230695
t11,7145.737353316909,7145.737353316909
t12,6670.207299385063,6670.207299385063
t13,6894.87254253443,6894.87254253443
t14,6994.3350347902015,6994.3350347902015
t15,7343.338956835269,7343.338956835269
t16,7599.4394454954145,7599.4394454954145
t17,8750.648810039047,8750.648810039047
t18,14041.066505914183,14041.066505914183
t19,17358.626331691372,17358.626331691372
t20,15682.278807141998,15682.278807141998
t21,15628.458499249024,15628.458499249024
t22,14861.336819091472,14861.336819091472
t23,13923.70313742404,13923.70313742404
t24,13111.822856483686,13111.822856483686
t25,12919.27712108718,12919.27712108718
t26,13123.686064874286,13123.686064874286
t27,13124.571378933286,13124.571378933286
t28,13259.097303746446,13259.097303746446
t29,13661.914319837724,13661.914319837724
t30,14452.43699452198,14452.43699452198
t31,15680.808901773882,15680.808901773882
t32,15622.31211221666,15622.31211221666
t33,15573.709817629975,15573.709817629975
t34,13387.545504730377,13387.545504730377
t35,11274.064784101523,11274.064784101523
t36,10218.7985522336,10218.7985522336
t37,9393.483302596465,9393.483302596465
t38,8882.496919119629,8882.496919119629
t39,8881.708529232028,8881.708529232028
t40,8881.23712084563,8881.23712084563
t41,8882.192129214629,8882.192129214629
t42,12978.33512777221,12978.33512777221
t43,13092.351800403394,13092.351800403394
t44,12632.506417121374,12632.506417121374
t45,11092.56671954226,11092.56671954226
t46,9891.649250929227,9891.649250929227
t47,8960.044666188025,8960.044666188025
t48,8351.577272272207,8351.577272272207
t49,8049.3973112886615,8049.3973112886615
t50,8045.430203982261,8045.430203982261
t51,8043.944925115861,8043.944925115861
t52,8043.784560816661,8043.784560816661
t53,8047.576031033462,8047.576031033462
t54,8055.410972508662,8055.410972508662
t55,9217.1166537273,9217.1166537273
t56,10010.881172287962,10010.881172287962
t57,9975.888075592758,9975.888075592758
t58,8074.257595862262,8074.257595862262
t59,8074.761597945462,8074.761597945462
t60,8072.883044726263,8072.883044726263
t61,8068.8281188750625,8068.8281188750625
t62,8064.261554545462,8064.261554545462
t63,8417.138539575793,8417.138539575793
t64,8497.841030302918,8497.841030302918
t65,8496.901753693319,8496.901753693319
t66,12978.33512777221,12978.33512777221
