Zone,1,Total
AnnualSum,1.0825215951059403e8,1.0825215951059403e8
t1,9018.65182391444,9018.65182391444
t2,8713.873326542831,8713.873326542831
t3,9031.02566521054,9031.02566521054
t4,9031.533648385543,9031.533648385543
t5,9261.447530160274,9261.447530160274
t6,9897.25134682765,9897.25134682765
t7,10832.368097967024,10832.368097967024
t8,11256.938537223607,11256.938537223607
t9,11895.308204004152,11895.308204004152
t10,10153.340678281304,10153.340678281304
t11,8694.56470127963,8694.56470127963
t12,8883.69026994785,8883.69026994785
t13,8695.99652537963,8695.99652537963
t14,8697.943806155632,8697.943806155632
t15,9046.224521806542,9046.224521806542
t16,9562.809549409147,9562.809549409147
t17,10545.747203801684,10545.747203801684
t18,17107.246423726923,17107.246423726923
t19,20701.779837427144,20701.779837427144
t20,18856.57593136098,18856.57593136098
t21,18902.795315910076,18902.795315910076
t22,18074.679583835252,18074.679583835252
t23,17072.325862317397,17072.325862317397
t24,15158.261083075919,15158.261083075919
t25,14544.227244105823,14544.227244105823
t26,14642.843168836307,14642.843168836307
t27,15075.921380315242,15075.921380315242
t28,15421.174432981381,15421.174432981381
t29,15826.67290492266,15826.67290492266
t30,17583.85760836944,17583.85760836944
t31,20620.927334465625,20620.927334465625
t32,20574.383266205074,20574.383266205074
t33,20367.60673723753,20367.60673723753
t34,15949.558471339802,15949.558471339802
t35,14498.598298971789,14498.598298971789
t36,13523.069401517625,13523.069401517625
t37,12701.619421619589,12701.619421619589
t38,12343.672292816731,12343.672292816731
t39,11920.809649123123,11920.809649123123
t40,11829.521297147036,11829.521297147036
t41,11705.522096451457,11705.522096451457
t42,16300.977315794984,16300.977315794984
t43,17832.955913953032,17832.955913953032
t44,15909.088164972332,15909.088164972332
t45,14128.175816380555,14128.175816380555
t46,12689.289037538807,12689.289037538807
t47,11825.044812750402,11825.044812750402
t48,11153.065582021072,11153.065582021072
t49,10960.171465759406,10960.171465759406
t50,10955.949109608806,10955.949109608806
t51,10954.368265968205,10954.368265968205
t52,10954.197583621406,10954.197583621406
t53,10958.233001963607,10958.233001963607
t54,10971.80103031239,10971.80103031239
t55,11880.369357304293,11880.369357304293
t56,12653.926256471887,12653.926256471887
t57,12796.244352622203,12796.244352622203
t58,11160.932842262593,11160.932842262593
t59,11270.718486316968,11270.718486316968
t60,11272.71790809377,11272.71790809377
t61,11446.501284428648,11446.501284428648
t62,11390.310618404827,11390.310618404827
t63,11286.409070626367,11286.409070626367
t64,11289.233457079368,11289.233457079368
t65,11478.705238471708,11478.705238471708
t66,17175.523701677543,17175.523701677543
