region,Technology,Resource_Type,Existing_Cap_MW,Cap_Size,CapRes,Commit,cluster,Down_Time,DR,Eff_Down,Eff_Up,ESR_1,ESR_2,ESR_3,Existing_Cap_MWh,Existing_Charge_Cap_MW,Fixed_OM_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Fuel,Heat_Rate_MMBTU_per_MWh,HYDRO,Hydro_Energy_to_Power_Ratio,Hydro_level,Inv_Cost_Charge_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_per_MWyr,LDS,MaxCapTag,MaxCapTag_1,MaxCapTag_2,MinCapTag,MinCapTag_1,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Max_Duration,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Min_Duration,Max_Flexible_Demand_Advance,Max_Flexible_Demand_Delay,Flexible_Demand_Energy_Eff,Min_Power,MUST_RUN,New_Build,Num_VRE_Bins,plant_inv_cost_mwyr,Ramp_Dn_Percentage,Ramp_Up_Percentage,Ratio_power_to_energy,Reg_Cost,Reg_Max,Rsv_Max,Resource,RPS,Rsv_Cost,Self_Disch,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,STOR,THERM,Up_Time,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,VRE,Zone,FLEX,RETRO
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,844,140.667,0.9,1,40,24,0,0,0,0,0,0,0,0,0,0,52762.56,NG,12.424,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.161,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_8,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,421,747.5,0.9,1,41,24,0,0,0,0,0,0,0,0,0,0,27504.88,NG,11.252,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_9,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,248,82.667,0.9,1,42,24,0,0,0,0,0,0,0,0,0,0,52762.56,NG,13.723,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_10,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,392,392,0.9,1,43,24,0,0,0,0,0,0,0,0,0,0,32087.26,NG,13.82,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_11,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,61,61,0.9,1,44,24,0,0,0,0,0,0,0,0,0,0,52762.56,NG,14.753,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_12,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,1461,365.25,0.9,1,45,24,0,0,0,0,0,0,0,0,0,0,32087.26,NG,11.781,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.107,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_13,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,430,215,0.9,1,46,24,0,0,0,0,0,0,0,0,0,0,52762.56,NG,12.02,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.228,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_14,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,169,169,0.9,1,47,24,0,0,0,0,0,0,0,0,0,0,27504.88,NG,12.17,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_15,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,169,169,0.9,1,48,24,0,0,0,0,0,0,0,0,0,0,27504.88,NG,14.002,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.178,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_16,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Natural Gas Steam Turbine,Natural Gas Steam Turbine,122,122,0.9,1,49,24,0,0,0,0,0,0,0,0,0,0,32087.26,NG,15.121,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.123,0,0,0,0,0.57,0.57,0,0,0.3,0.3,natural_gas_steam_turbine_17,0,0,0,85,13.7,0,1,24,1.08544,0,0,1,0,0
TX,Nuclear,Nuclear,2520,1280,0.9,1,1,24,0,1,1,0,0,0,0,0,0,0,198773.32,uranium,10.455,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,0,0,0.25,0.25,1,0,0,0,nuclear,0,0,0,240,0,0,0,24,2.49312,0,0,1,0,0
TX,Nuclear,Nuclear,2460,1230,0.9,1,2,24,0,1,1,0,0,0,0,0,0,0,198773.32,uranium,10.455,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.9,1,-1,0,0,0.25,0.25,1,0,0,0,nuclear_1,0,0,0,240,0,0,0,24,2.49312,0,0,1,0,0
TX,Onshore Wind Turbine,Onshore Wind Turbine,34061,177.571,0,0,1,0,0,1,1,0,0,0,0,0,0,0,44100,None,9.144,0,0,0,0,0,57807,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.032,0,-1,1,0,1,1,1,0,0,0,onshore_wind_turbine,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX,Onshore Wind Turbine,Onshore Wind Turbine,0,177.571,0,0,2,0,0,1,1,0,0,0,0,0,0,0,44100,None,9.144,0,0,0,0,0,57807,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.032,0,1,1,0,1,1,1,0,0,0,onshore_wind_turbine_exp,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX_W,Onshore Wind Turbine,Onshore Wind Turbine,0,177.571,0,0,2,0,0,1,1,1,0,0,0,0,0,0,44100,None,9.144,0,0,0,0,0,57807,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.032,0,1,1,0,1,1,1,0,0,0,onshore_wind_turbine_ppa_1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX_FW,Onshore Wind Turbine,Onshore Wind Turbine,0,177.571,0,0,2,0,0,1,1,0,1,0,0,0,0,0,44100,None,9.144,0,0,0,0,0,57807,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.032,0,1,1,0,1,1,1,0,0,0,onshore_wind_turbine_ppa_2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX_NC,Onshore Wind Turbine,Onshore Wind Turbine,0,177.571,0,0,2,0,0,1,1,0,0,1,0,0,0,0,44100,None,9.144,0,0,0,0,0,57807,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.032,0,1,1,0,1,1,1,0,0,0,onshore_wind_turbine_ppa_3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX,Small Hydroelectric,Small Hydroelectric,16,0.829,0,0,1,0,0,1,1,0,0,0,0,0,0,0,48386.88,None,9.104,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0.517,0,-1,0,0,1,1,1,0,0,0,small_hydroelectric,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TX,Solar Photovoltaic,Solar Photovoltaic,9147,110.241,0,0,1,0,0,1,1,0,0,0,0,0,0,0,21000,None,9.2,0,0,0,0,0,47606,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,1,0,0,0,solar_photovoltaic,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX,Solar Photovoltaic,Solar Photovoltaic,0,110.241,0,0,2,0,0,1,1,0,0,0,0,0,0,0,21000,None,9.2,0,0,0,0,0,47606,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,solar_photovoltaic_exp,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX_W,Solar Photovoltaic,Solar Photovoltaic,0,110.241,0,0,2,0,0,1,1,1,0,0,0,0,0,0,21000,None,9.2,0,0,0,0,0,47606,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,solar_photovoltaic_ppa_1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX_FW,Solar Photovoltaic,Solar Photovoltaic,0,110.241,0,0,2,0,0,1,1,0,1,0,0,0,0,0,21000,None,9.2,0,0,0,0,0,47606,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,solar_photovoltaic_ppa_2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX_NC,Solar Photovoltaic,Solar Photovoltaic,0,110.241,0,0,2,0,0,1,1,0,0,1,0,0,0,0,21000,None,9.2,0,0,0,0,0,47606,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,solar_photovoltaic_ppa_3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TX,Battery,Battery,726,0,0,0,1,0,0,0.92,0.92,0,0,0,2904,0,0,0,6379,None,0,0,0,0,0,18642,16064,0,0,0,0,0,0,-1,-1,-1,4,0,0,0,4,0,0,0,0,0,-1,0,0,1,1,1,0,0,0,Battery,0,0,2.00E-05,0,0,1,0,1,1,1,0,1,0,0
TX,Battery,Battery,0,0,0,0,2,0,0,0.92,0.92,0,0,0,0,0,0,0,6379,None,0,0,0,0,0,18642,16064,0,0,0,0,0,0,-1,-1,-1,4,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Battery_exp,0,0,2.00E-05,0,0,1,0,1,1,1,0,1,0,0
TX_W,Battery,Battery,0,0,0,0,1,0,0,0.92,0.92,1,0,0,0,0,0,0,6379,None,0,0,0,0,0,18642,16064,0,0,0,0,0,0,-1,-1,-1,4,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Battery_ppa_1,0,0,2.00E-05,0,0,1,0,1,1,1,0,1,0,0
TX_FW,Battery,Battery,0,0,0,0,2,0,0,0.92,0.92,0,1,0,0,0,0,0,6379,None,0,0,0,0,0,18642,16064,0,0,0,0,0,0,-1,-1,-1,4,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Battery_ppa_2,0,0,2.00E-05,0,0,1,0,1,1,1,0,1,0,0
TX_NC,Battery,Battery,0,0,0,0,3,0,0,0.92,0.92,0,0,1,0,0,0,0,6379,None,0,0,0,0,0,18642,16064,0,0,0,0,0,0,-1,-1,-1,4,0,0,0,4,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Battery_ppa_3,0,0,2.00E-05,0,0,1,0,1,1,1,0,1,0,0
TX_W,Flexible Demand,Flexible Demand,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,24,1,0,0,-1,0,0,1,1,0,0,0,0,Flexible_demand_1,0,0,0.00E+00,0,0,0,0,0,0,0,0,1,1,0
TX_FW,Flexible Demand,Flexible Demand,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,24,1,0,0,-1,0,0,1,1,0,0,0,0,Flexible_demand_2,0,0,0.00E+00,0,0,0,0,0,0,0,0,1,1,0
TX_NC,Flexible Demand,Flexible Demand,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,24,1,0,0,-1,0,0,1,1,0,0,0,0,Flexible_demand_3,0,0,0.00E+00,0,0,0,0,0,0,0,0,1,1,0
TX_W,Coal Retrofit,Thermal_Storage,0,0,0,0,1,0,0,0.95,0.35,1,0,0,0,0,0,0,6379,None,0,0,0,0,382,15642,152419,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_1,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_W,Coal Retrofit,Thermal_Storage,0,0,0,0,2,0,0,0.95,0.35,1,0,0,0,0,0,0,6379,None,0,0,0,0,247,10110,98509,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_2,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_W,Coal Retrofit,Thermal_Storage,0,0,0,0,3,0,0,0.95,0.35,1,0,0,0,0,0,0,6379,None,0,0,0,0,120,4921,47950,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_3,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_FW,Coal Retrofit,Thermal_Storage,0,0,0,0,4,0,0,0.95,0.35,0,1,0,0,0,0,0,6379,None,0,0,0,0,721,29549,287918,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_4,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_FW,Coal Retrofit,Thermal_Storage,0,0,0,0,5,0,0,0.95,0.35,0,1,0,0,0,0,0,6379,None,0,0,0,0,551,22590,220117,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_5,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_FW,Coal Retrofit,Thermal_Storage,0,0,0,0,6,0,0,0.95,0.35,0,1,0,0,0,0,0,6379,None,0,0,0,0,297,12179,118674,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_6,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_FW,Coal Retrofit,Thermal_Storage,0,0,0,0,7,0,0,0.95,0.35,0,1,0,0,0,0,0,6379,None,0,0,0,0,269,11028,107460,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_7,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_FW,Coal Retrofit,Thermal_Storage,0,0,0,0,8,0,0,0.95,0.35,0,1,0,0,0,0,0,6379,None,0,0,0,0,120,4921,47950,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_8,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_FW,Coal Retrofit,Thermal_Storage,0,0,0,0,9,0,0,0.95,0.35,0,1,0,0,0,0,0,6379,None,0,0,0,0,118,4828,47045,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_9,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_NC,Coal Retrofit,Thermal_Storage,0,0,0,0,10,0,0,0.95,0.35,0,0,1,0,0,0,0,6379,None,0,0,0,0,449,18419,179477,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_10,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_W,Coal Retrofit,Thermal_Storage,0,0,0,0,11,0,0,0.95,0.35,1,0,0,0,0,0,0,6379,None,0,0,0,0,449,18419,179477,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_11,0,0,0,0,0,2,0,1,1,1,0,1,0,1
TX_FW,Coal Retrofit,Thermal_Storage,0,0,0,0,12,0,0,0.95,0.35,0,1,0,0,0,0,0,6379,None,0,0,0,0,114,4662,45427,0,0,0,0,0,0,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,-1,0,0,0.57,0.57,1,0,0,0,Coal_retrofit_12,0,0,0,0,0,2,0,1,1,1,0,1,0,1
